,clean_text,clean_tokens,reviews.doRecommend,reviews.rating,sentiment
633,family member lived life without idea ...........,"['family', 'member', 'lived', 'life', 'without', 'idea', '...........']",True,5,1
634,nice except unlike google home can‚äôt ask play music eventually purchase music free trial,"['nice', 'except', 'unlike', 'google', 'home', 'can‚äôt', 'ask', 'play', 'music', 'eventually', 'purchase', 'music', 'free', 'trial']",True,4,1
635,answer questions answer along news weather,"['answer', 'questions', 'answer', 'along', 'news', 'weather']",True,5,1
636,fantastic item person bought loves,"['fantastic', 'item', 'person', 'bought', 'loves']",True,5,1
637,show everything thought would alarm music actions greatest,"['show', 'everything', 'thought', 'would', 'alarm', 'music', 'actions', 'greatest']",True,5,1
638,syncs displays slideshows recipes lists controls stick sounds pretty good n't play tube videos good job playing videos,"['syncs', 'displays', 'slideshows', 'recipes', 'lists', 'controls', 'stick', 'sounds', 'pretty', 'good', ""n't"", 'play', 'tube', 'videos', 'good', 'job', 'playing', 'videos']",True,5,1
639,show hands best device lineup i‚äôve bought least one everyone except tap use call check grandparents got one christmas it‚äôs amazing watching arlo ring cameras screen also watching news segments looking cooking recipes/videos great it‚äôs also easiest set devices don‚äôt even need use app,"['show', 'hands', 'best', 'device', 'lineup', 'i‚äôve', 'bought', 'least', 'one', 'everyone', 'except', 'tap', 'use', 'call', 'check', 'grandparents', 'got', 'one', 'christmas', 'it‚äôs', 'amazing', 'watching', 'arlo', 'ring', 'cameras', 'screen', 'also', 'watching', 'news', 'segments', 'looking', 'cooking', 'recipes/videos', 'great', 'it‚äôs', 'also', 'easiest', 'set', 'devices', 'don‚äôt', 'even', 'need', 'use', 'app']",True,5,1
640,bought talk grandpa great call time,"['bought', 'talk', 'grandpa', 'great', 'call', 'time']",True,5,1
641,bought business monitor arlo security cameras amazing,"['bought', 'business', 'monitor', 'arlo', 'security', 'cameras', 'amazing']",True,5,1
642,perfect upgrade kitchen speaker substantial upgrade dot connected nest security cams great check dogs play time fenced backyard bit distracting random invitations `` try '' certain skills distraction worth product absolutely represents future imagined first watched back future 2 decades ago con think sometimes n't hear well dot currently ca n't differentiate users like google home google home would highly recommend devices google home,"['perfect', 'upgrade', 'kitchen', 'speaker', 'substantial', 'upgrade', 'dot', 'connected', 'nest', 'security', 'cams', 'great', 'check', 'dogs', 'play', 'time', 'fenced', 'backyard', 'bit', 'distracting', 'random', 'invitations', '``', 'try', ""''"", 'certain', 'skills', 'distraction', 'worth', 'product', 'absolutely', 'represents', 'future', 'imagined', 'first', 'watched', 'back', 'future', '2', 'decades', 'ago', 'con', 'think', 'sometimes', ""n't"", 'hear', 'well', 'dot', 'currently', 'ca', ""n't"", 'differentiate', 'users', 'like', 'google', 'home', 'google', 'home', 'would', 'highly', 'recommend', 'devices', 'google', 'home']",True,5,1
643,5th product used moved bedroom use show downstairs good sound quality also like add home security system operate see cameras great product,"['5th', 'product', 'used', 'moved', 'bedroom', 'use', 'show', 'downstairs', 'good', 'sound', 'quality', 'also', 'like', 'add', 'home', 'security', 'system', 'operate', 'see', 'cameras', 'great', 'product']",True,5,1
644,works well n't able work local traffic yet,"['works', 'well', ""n't"", 'able', 'work', 'local', 'traffic', 'yet']",True,5,1
645,love show however wish knew little bit,"['love', 'show', 'however', 'wish', 'knew', 'little', 'bit']",True,5,1
646,bought gift daughter 22nd birthday totally loved wanting buy second one keep first floor says communicate instead yelling think great purchase think 'm going buy another one,"['bought', 'gift', 'daughter', '22nd', 'birthday', 'totally', 'loved', 'wanting', 'buy', 'second', 'one', 'keep', 'first', 'floor', 'says', 'communicate', 'instead', 'yelling', 'think', 'great', 'purchase', 'think', ""'m"", 'going', 'buy', 'another', 'one']",True,5,1
647,works good careful overall good product,"['works', 'good', 'careful', 'overall', 'good', 'product']",True,4,1
648,addition system ... love talking seeing bff atl ... suits office decor,"['addition', 'system', '...', 'love', 'talking', 'seeing', 'bff', 'atl', '...', 'suits', 'office', 'decor']",True,5,1
649,got grandma could stay touch grandchildren works great easy use,"['got', 'grandma', 'could', 'stay', 'touch', 'grandchildren', 'works', 'great', 'easy', 'use']",True,5,1
650,great addition products works great kitchen better voice recognition sound onscreen display information helpful video capability watching instructional videos even playing music videos working/cooking also scroll personal photos picture display.all show wonderful addition well worth especially get sale,"['great', 'addition', 'products', 'works', 'great', 'kitchen', 'better', 'voice', 'recognition', 'sound', 'onscreen', 'display', 'information', 'helpful', 'video', 'capability', 'watching', 'instructional', 'videos', 'even', 'playing', 'music', 'videos', 'working/cooking', 'also', 'scroll', 'personal', 'photos', 'picture', 'display.all', 'show', 'wonderful', 'addition', 'well', 'worth', 'especially', 'get', 'sale']",True,5,1
651,neat alexis little feel still,"['neat', 'alexis', 'little', 'feel', 'still']",True,3,0
652,great device used ring camera hue lighting,"['great', 'device', 'used', 'ring', 'camera', 'hue', 'lighting']",True,5,1
653,thoroughly enjoy new show love scrolling pictures,"['thoroughly', 'enjoy', 'new', 'show', 'love', 'scrolling', 'pictures']",True,5,1
654,brought tube amplifier best buy magnolia rep hooked pair b w 700 series 2 speakers wow ... sounded like etta james right room fantastic,"['brought', 'tube', 'amplifier', 'best', 'buy', 'magnolia', 'rep', 'hooked', 'pair', 'b', 'w', '700', 'series', '2', 'speakers', 'wow', '...', 'sounded', 'like', 'etta', 'james', 'right', 'room', 'fantastic']",True,5,1
655,works great responsive quick love tying whole house together echoes,"['works', 'great', 'responsive', 'quick', 'love', 'tying', 'whole', 'house', 'together', 'echoes']",True,4,1
656,love look- love size- love visual,"['love', 'look-', 'love', 'size-', 'love', 'visual']",True,4,1
657,like currently smart system display makes easier talk device issue slow processor,"['like', 'currently', 'smart', 'system', 'display', 'makes', 'easier', 'talk', 'device', 'issue', 'slow', 'processor']",True,4,1
658,yes it‚äôs little glitchy sometimes useful fun i‚äôm hoping time continue improve errors contacting customer service doesn‚äôt seem like interested learning problems need fixing though,"['yes', 'it‚äôs', 'little', 'glitchy', 'sometimes', 'useful', 'fun', 'i‚äôm', 'hoping', 'time', 'continue', 'improve', 'errors', 'contacting', 'customer', 'service', 'doesn‚äôt', 'seem', 'like', 'interested', 'learning', 'problems', 'need', 'fixing', 'though']",True,4,1
659,great item upgrade house works well,"['great', 'item', 'upgrade', 'house', 'works', 'well']",True,5,1
660,cool fully incorporates smart home products,"['cool', 'fully', 'incorporates', 'smart', 'home', 'products']",True,5,1
661,happy adding kitchen show great looking recipes getting weather traffic i‚äôm getting morning coffee listening music,"['happy', 'adding', 'kitchen', 'show', 'great', 'looking', 'recipes', 'getting', 'weather', 'traffic', 'i‚äôm', 'getting', 'morning', 'coffee', 'listening', 'music']",True,5,1
662,great video calling grandparents real tech savvy also enjoy music demand,"['great', 'video', 'calling', 'grandparents', 'real', 'tech', 'savvy', 'also', 'enjoy', 'music', 'demand']",True,4,1
663,less useless work cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous devices unable get work tried installing enabling cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told can‚äôt use show cloudcam‚äîand unable connect someone could actually solve problem useless help less useless actually makes work show less useless,"['less', 'useless', 'work', 'cloudcam', 'purchased', 'best', 'buy', 'allow', 'monitor', 'two', 'cloud', 'cams', 'kitchen', 'tech', 'savvy', 'numerous', 'devices', 'unable', 'get', 'work', 'tried', 'installing', 'enabling', 'cloudcam', 'skill', 'made', 'sure', 'new', 'updates', 'show', 'show', 'automatically', 'updated', 'first', 'plugged', 'final', 'straw', 'tech', 'support', 'rep', 'told', 'can‚äôt', 'use', 'show', 'cloudcam‚äîand', 'unable', 'connect', 'someone', 'could', 'actually', 'solve', 'problem', 'useless', 'help', 'less', 'useless', 'actually', 'makes', 'work', 'show', 'less', 'useless']",False,1,0
664,great device actually lot usefulness week 're going wondering else else help suggestion get one start prioritize purchase plus spot,"['great', 'device', 'actually', 'lot', 'usefulness', 'week', ""'re"", 'going', 'wondering', 'else', 'else', 'help', 'suggestion', 'get', 'one', 'start', 'prioritize', 'purchase', 'plus', 'spot']",True,5,1
665,makes things easy like listen music check weather hear news etc make sure say ‚äúalexa‚äù loans clear sometimes doesn‚äôt hear,"['makes', 'things', 'easy', 'like', 'listen', 'music', 'check', 'weather', 'hear', 'news', 'etc', 'make', 'sure', 'say', '‚äúalexa‚äù', 'loans', 'clear', 'sometimes', 'doesn‚äôt', 'hear']",True,4,1
666,great time recipe entertainment recommend everyone get,"['great', 'time', 'recipe', 'entertainment', 'recommend', 'everyone', 'get']",True,5,1
667,product amazing easy set use recommend getting prime music 4.99 month that‚äôs deal,"['product', 'amazing', 'easy', 'set', 'use', 'recommend', 'getting', 'prime', 'music', '4.99', 'month', 'that‚äôs', 'deal']",True,5,1
668,family love view got hooked everything house outside run voice commands opportunities endless,"['family', 'love', 'view', 'got', 'hooked', 'everything', 'house', 'outside', 'run', 'voice', 'commands', 'opportunities', 'endless']",True,5,1
669,recently purchased enough smart home devices make good addition home works well smart outlets ring doorbell fairly well nest thermostat.my complaint sometimes reason start plying movie trailer hard get stop still 're happy purchase,"['recently', 'purchased', 'enough', 'smart', 'home', 'devices', 'make', 'good', 'addition', 'home', 'works', 'well', 'smart', 'outlets', 'ring', 'doorbell', 'fairly', 'well', 'nest', 'thermostat.my', 'complaint', 'sometimes', 'reason', 'start', 'plying', 'movie', 'trailer', 'hard', 'get', 'stop', 'still', ""'re"", 'happy', 'purchase']",True,4,1
670,stream music really well amazon.i expecting smart like watson like blank stare look predicting questions like 2017 superbowl play offs unable display update play brackets understands voice really well telephone automated assistants rarely get saying want pair portable bluetooth speaker pair cell phone receive music it.the audio quality varies amplitude low amplitudes booming sound making hard understand across room amplitude setting 50 audio becomes clear understandable really like playing games like jeopardy climbing closet find box anymore find box half pieces missing,"['stream', 'music', 'really', 'well', 'amazon.i', 'expecting', 'smart', 'like', 'watson', 'like', 'blank', 'stare', 'look', 'predicting', 'questions', 'like', '2017', 'superbowl', 'play', 'offs', 'unable', 'display', 'update', 'play', 'brackets', 'understands', 'voice', 'really', 'well', 'telephone', 'automated', 'assistants', 'rarely', 'get', 'saying', 'want', 'pair', 'portable', 'bluetooth', 'speaker', 'pair', 'cell', 'phone', 'receive', 'music', 'it.the', 'audio', 'quality', 'varies', 'amplitude', 'low', 'amplitudes', 'booming', 'sound', 'making', 'hard', 'understand', 'across', 'room', 'amplitude', 'setting', '50', 'audio', 'becomes', 'clear', 'understandable', 'really', 'like', 'playing', 'games', 'like', 'jeopardy', 'climbing', 'closet', 'find', 'box', 'anymore', 'find', 'box', 'half', 'pieces', 'missing']",True,4,1
671,hit park one able connect nest cams ring cams well songs come lyrics sound looks great,"['hit', 'park', 'one', 'able', 'connect', 'nest', 'cams', 'ring', 'cams', 'well', 'songs', 'come', 'lyrics', 'sound', 'looks', 'great']",True,5,1
672,show everything weather turning on/ lights,"['show', 'everything', 'weather', 'turning', 'on/', 'lights']",True,5,1
673,happy show able listen christmas songs country western music many things wait try,"['happy', 'show', 'able', 'listen', 'christmas', 'songs', 'country', 'western', 'music', 'many', 'things', 'wait', 'try']",True,5,1
674,loved show complaint youtube longer available one main reasons purchased gift product great easy use,"['loved', 'show', 'complaint', 'youtube', 'longer', 'available', 'one', 'main', 'reasons', 'purchased', 'gift', 'product', 'great', 'easy', 'use']",True,4,1
675,user friendly provides hours entertainment anything recipes news videos music lyrics like karaoke,"['user', 'friendly', 'provides', 'hours', 'entertainment', 'anything', 'recipes', 'news', 'videos', 'music', 'lyrics', 'like', 'karaoke']",True,5,1
676,multiple devices purchasing another brainer enjoy one video capable thing wish would add way pivot camera improve low light capabilities poorly lite rooms,"['multiple', 'devices', 'purchasing', 'another', 'brainer', 'enjoy', 'one', 'video', 'capable', 'thing', 'wish', 'would', 'add', 'way', 'pivot', 'camera', 'improve', 'low', 'light', 'capabilities', 'poorly', 'lite', 'rooms']",True,5,1
677,show month review new user never smart devices aside cell phones great listening music free 're prime member pair device bluetooth speaker awesome sound works well smart home devices light bulbs outlets thermostat really easy set n't technical person voice controlled remotely via app smart phone friend show make video calls via devices directly smart phone pretty awesome family friends live far away far answering questions expect best answers bing search engine needs work want ask questions prompts show girl want know something might look ie weather forecast get whatever bing uses short version bing would expand horizons searches would definitely 5 star item fairly well recipes shopping lists going trying calendar sync portion wife holidays fun helpful item order pizza,"['show', 'month', 'review', 'new', 'user', 'never', 'smart', 'devices', 'aside', 'cell', 'phones', 'great', 'listening', 'music', 'free', ""'re"", 'prime', 'member', 'pair', 'device', 'bluetooth', 'speaker', 'awesome', 'sound', 'works', 'well', 'smart', 'home', 'devices', 'light', 'bulbs', 'outlets', 'thermostat', 'really', 'easy', 'set', ""n't"", 'technical', 'person', 'voice', 'controlled', 'remotely', 'via', 'app', 'smart', 'phone', 'friend', 'show', 'make', 'video', 'calls', 'via', 'devices', 'directly', 'smart', 'phone', 'pretty', 'awesome', 'family', 'friends', 'live', 'far', 'away', 'far', 'answering', 'questions', 'expect', 'best', 'answers', 'bing', 'search', 'engine', 'needs', 'work', 'want', 'ask', 'questions', 'prompts', 'show', 'girl', 'want', 'know', 'something', 'might', 'look', 'ie', 'weather', 'forecast', 'get', 'whatever', 'bing', 'uses', 'short', 'version', 'bing', 'would', 'expand', 'horizons', 'searches', 'would', 'definitely', '5', 'star', 'item', 'fairly', 'well', 'recipes', 'shopping', 'lists', 'going', 'trying', 'calendar', 'sync', 'portion', 'wife', 'holidays', 'fun', 'helpful', 'item', 'order', 'pizza']",True,4,1
678,better face time calling kid since one iô∏è could call see time perfect cooking timer n best music,"['better', 'face', 'time', 'calling', 'kid', 'since', 'one', 'iô∏è', 'could', 'call', 'see', 'time', 'perfect', 'cooking', 'timer', 'n', 'best', 'music']",True,5,1
679,setting show little tricky managed navigate it‚äôs cool add compatible equipment,"['setting', 'show', 'little', 'tricky', 'managed', 'navigate', 'it‚äôs', 'cool', 'add', 'compatible', 'equipment']",True,4,1
680,really enjoyed products much actually bought 3 fun watch even better prime customer music video,"['really', 'enjoyed', 'products', 'much', 'actually', 'bought', '3', 'fun', 'watch', 'even', 'better', 'prime', 'customer', 'music', 'video']",True,5,1
681,advertised ......................................,"['advertised', '......................................']",True,5,1
682,love show many interesting things i‚äôm time recommend anyone enjoys getting date information,"['love', 'show', 'many', 'interesting', 'things', 'i‚äôm', 'time', 'recommend', 'anyone', 'enjoys', 'getting', 'date', 'information']",True,5,1
683,enjoying show lot.very entertaining,"['enjoying', 'show', 'lot.very', 'entertaining']",True,5,1
684,looked thinking purchasing offering buy get second one less offer best buy dropped price 149 jumped perfect kitchen use screen pull recipes video chat live state would say great addition smart home,"['looked', 'thinking', 'purchasing', 'offering', 'buy', 'get', 'second', 'one', 'less', 'offer', 'best', 'buy', 'dropped', 'price', '149', 'jumped', 'perfect', 'kitchen', 'use', 'screen', 'pull', 'recipes', 'video', 'chat', 'live', 'state', 'would', 'say', 'great', 'addition', 'smart', 'home']",True,5,1
685,absolutely love devices six house connected sonos nest arlo devices,"['absolutely', 'love', 'devices', 'six', 'house', 'connected', 'sonos', 'nest', 'arlo', 'devices']",True,5,1
686,purchased weather info seen screen time never knew spot would tried show sounds good however wish ring something top would light like original,"['purchased', 'weather', 'info', 'seen', 'screen', 'time', 'never', 'knew', 'spot', 'would', 'tried', 'show', 'sounds', 'good', 'however', 'wish', 'ring', 'something', 'top', 'would', 'light', 'like', 'original']",True,4,1
687,easy install easy use enjoy product learn time,"['easy', 'install', 'easy', 'use', 'enjoy', 'product', 'learn', 'time']",True,5,1
688,great item new home better purchasi good product,"['great', 'item', 'new', 'home', 'better', 'purchasi', 'good', 'product']",True,4,1
689,original two dots show complete family love ability play videos lyrics display prime music awesome,"['original', 'two', 'dots', 'show', 'complete', 'family', 'love', 'ability', 'play', 'videos', 'lyrics', 'display', 'prime', 'music', 'awesome']",True,5,1
690,bought two one living room one bedroom great dont feel like walking living room need talk significant honestly dont use much great music shopping stupid questions movie times etc,"['bought', 'two', 'one', 'living', 'room', 'one', 'bedroom', 'great', 'dont', 'feel', 'like', 'walking', 'living', 'room', 'need', 'talk', 'significant', 'honestly', 'dont', 'use', 'much', 'great', 'music', 'shopping', 'stupid', 'questions', 'movie', 'times', 'etc']",True,5,1
691,bought kitchen enjoy cooking congregating streaming music great search recipes asking,"['bought', 'kitchen', 'enjoy', 'cooking', 'congregating', 'streaming', 'music', 'great', 'search', 'recipes', 'asking']",True,5,1
692,whole family loves uses device many different features love using make phone calls watch films play jeopardy even define words come conversation definitely get lot use device screen smart phone device,"['whole', 'family', 'loves', 'uses', 'device', 'many', 'different', 'features', 'love', 'using', 'make', 'phone', 'calls', 'watch', 'films', 'play', 'jeopardy', 'even', 'define', 'words', 'come', 'conversation', 'definitely', 'get', 'lot', 'use', 'device', 'screen', 'smart', 'phone', 'device']",True,5,1
693,fun use age say '' '' '' '' '' '' '' '' '' '' '' '' '' '',"['fun', 'use', 'age', 'say', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''""]",True,4,1
694,nice `` next step '' repertoire easy set use,"['nice', '``', 'next', 'step', ""''"", 'repertoire', 'easy', 'set', 'use']",True,5,1
695,convenient display function,"['convenient', 'display', 'function']",True,4,1
696,searched online talked people two weeks purchasing went purchase show dropped price love product glad purchased blast listening kind music asking questions,"['searched', 'online', 'talked', 'people', 'two', 'weeks', 'purchasing', 'went', 'purchase', 'show', 'dropped', 'price', 'love', 'product', 'glad', 'purchased', 'blast', 'listening', 'kind', 'music', 'asking', 'questions']",True,5,1
697,added family devices nice screen honestly n't find use much thought would video calling feature would pretty great knew people video capable device .... also 've technical issues n't able resolve yet ultimately powerful little gadget fun pop movie sitting kitchen bar counter also awesome able display security camera feed outdoor cameras probably investigate features needs splurging one 'traditional devices essentially enabled nice speaker something think,"['added', 'family', 'devices', 'nice', 'screen', 'honestly', ""n't"", 'find', 'use', 'much', 'thought', 'would', 'video', 'calling', 'feature', 'would', 'pretty', 'great', 'knew', 'people', 'video', 'capable', 'device', '....', 'also', ""'ve"", 'technical', 'issues', ""n't"", 'able', 'resolve', 'yet', 'ultimately', 'powerful', 'little', 'gadget', 'fun', 'pop', 'movie', 'sitting', 'kitchen', 'bar', 'counter', 'also', 'awesome', 'able', 'display', 'security', 'camera', 'feed', 'outdoor', 'cameras', 'probably', 'investigate', 'features', 'needs', 'splurging', 'one', ""'traditional"", 'devices', 'essentially', 'enabled', 'nice', 'speaker', 'something', 'think']",True,4,1
698,product features beautiful screen enhance viewing information love product,"['product', 'features', 'beautiful', 'screen', 'enhance', 'viewing', 'information', 'love', 'product']",True,5,1
699,simply love it‚äôs loud ... love watching videos,"['simply', 'love', 'it‚äôs', 'loud', '...', 'love', 'watching', 'videos']",True,5,1
700,product amazing however wish video features,"['product', 'amazing', 'however', 'wish', 'video', 'features']",True,5,1
701,love show easy set fun use,"['love', 'show', 'easy', 'set', 'fun', 'use']",True,5,1
702,show great accessory house great picture great sound it‚äôs simple use wife uses recipes cooking making grocery lists also listens music crisp sound ask pretty much anything,"['show', 'great', 'accessory', 'house', 'great', 'picture', 'great', 'sound', 'it‚äôs', 'simple', 'use', 'wife', 'uses', 'recipes', 'cooking', 'making', 'grocery', 'lists', 'also', 'listens', 'music', 'crisp', 'sound', 'ask', 'pretty', 'much', 'anything']",True,5,1
703,item seems great ads reality can‚äôt nearly much get download ‚äúskills‚äù work well others reviewed many connecting often difficult sometimes password use device body tells i‚äôm sure practice device fun useful learning use sorting skills pain,"['item', 'seems', 'great', 'ads', 'reality', 'can‚äôt', 'nearly', 'much', 'get', 'download', '‚äúskills‚äù', 'work', 'well', 'others', 'reviewed', 'many', 'connecting', 'often', 'difficult', 'sometimes', 'password', 'use', 'device', 'body', 'tells', 'i‚äôm', 'sure', 'practice', 'device', 'fun', 'useful', 'learning', 'use', 'sorting', 'skills', 'pain']",False,3,0
704,upgraded needed works well new ring door bell security cameras love versatility,"['upgraded', 'needed', 'works', 'well', 'new', 'ring', 'door', 'bell', 'security', 'cameras', 'love', 'versatility']",True,5,1
705,show great addition home thrilled buy one children families holiday season,"['show', 'great', 'addition', 'home', 'thrilled', 'buy', 'one', 'children', 'families', 'holiday', 'season']",True,5,1
706,make calls shows using app call others show n't used feature yet since 'm one know one tell using app home away home network call show work check caught son coming back door freaked settled chatted via video chat awhile agreed awesome could also drop show app check house whatever wherever keep mind 're gon na see pointed camera n't move plus natural form tilted back slightly point upward stands correct tilt make straight almost forgot speakers amazing link multiple echos together play music show living room bedroom dot connected jbl speaker another room set app tell play music come life,"['make', 'calls', 'shows', 'using', 'app', 'call', 'others', 'show', ""n't"", 'used', 'feature', 'yet', 'since', ""'m"", 'one', 'know', 'one', 'tell', 'using', 'app', 'home', 'away', 'home', 'network', 'call', 'show', 'work', 'check', 'caught', 'son', 'coming', 'back', 'door', 'freaked', 'settled', 'chatted', 'via', 'video', 'chat', 'awhile', 'agreed', 'awesome', 'could', 'also', 'drop', 'show', 'app', 'check', 'house', 'whatever', 'wherever', 'keep', 'mind', ""'re"", 'gon', 'na', 'see', 'pointed', 'camera', ""n't"", 'move', 'plus', 'natural', 'form', 'tilted', 'back', 'slightly', 'point', 'upward', 'stands', 'correct', 'tilt', 'make', 'straight', 'almost', 'forgot', 'speakers', 'amazing', 'link', 'multiple', 'echos', 'together', 'play', 'music', 'show', 'living', 'room', 'bedroom', 'dot', 'connected', 'jbl', 'speaker', 'another', 'room', 'set', 'app', 'tell', 'play', 'music', 'come', 'life']",True,5,1
707,love new show picture clear microphones pick voice far away wife likes recipes go show always thinking music sounds great coming small unit talk christmas,"['love', 'new', 'show', 'picture', 'clear', 'microphones', 'pick', 'voice', 'far', 'away', 'wife', 'likes', 'recipes', 'go', 'show', 'always', 'thinking', 'music', 'sounds', 'great', 'coming', 'small', 'unit', 'talk', 'christmas']",True,5,1
708,got gift sister fianc√© love works great phillips hue,"['got', 'gift', 'sister', 'fianc√©', 'love', 'works', 'great', 'phillips', 'hue']",True,5,1
709,love new device screen bought mother really could n't `` relate '' dot read output works seamlessly apple calendar see activities day also call great grandchildren talking see,"['love', 'new', 'device', 'screen', 'bought', 'mother', 'really', 'could', ""n't"", '``', 'relate', ""''"", 'dot', 'read', 'output', 'works', 'seamlessly', 'apple', 'calendar', 'see', 'activities', 'day', 'also', 'call', 'great', 'grandchildren', 'talking', 'see']",True,5,1
710,dot first gen sound show way better echoes video functions nice pain get play videos library family enjoys calendar info news briefings rotate screen,"['dot', 'first', 'gen', 'sound', 'show', 'way', 'better', 'echoes', 'video', 'functions', 'nice', 'pain', 'get', 'play', 'videos', 'library', 'family', 'enjoys', 'calendar', 'info', 'news', 'briefings', 'rotate', 'screen']",True,5,1
711,already love alexa/echo devices favorite drop video chat feature favorite,"['already', 'love', 'alexa/echo', 'devices', 'favorite', 'drop', 'video', 'chat', 'feature', 'favorite']",True,5,1
712,nice see songs many items shows words music watch u tube video calls,"['nice', 'see', 'songs', 'many', 'items', 'shows', 'words', 'music', 'watch', 'u', 'tube', 'video', 'calls']",True,5,1
713,nice .good thing used love would tell people,"['nice', '.good', 'thing', 'used', 'love', 'would', 'tell', 'people']",True,5,1
714,like show view cams watch movie read news camera video slightly delayed wish jack earphones sound mine good,"['like', 'show', 'view', 'cams', 'watch', 'movie', 'read', 'news', 'camera', 'video', 'slightly', 'delayed', 'wish', 'jack', 'earphones', 'sound', 'mine', 'good']",True,4,1
715,dots sounds better looks better,"['dots', 'sounds', 'better', 'looks', 'better']",True,4,1
716,bought wife christmas loves screen big responds clearly quickly,"['bought', 'wife', 'christmas', 'loves', 'screen', 'big', 'responds', 'clearly', 'quickly']",True,5,1
717,bought son wife love thought didn‚äôt need find lot fun useful,"['bought', 'son', 'wife', 'love', 'thought', 'didn‚äôt', 'need', 'find', 'lot', 'fun', 'useful']",True,5,1
718,impress show features,"['impress', 'show', 'features']",True,5,1
719,think one best products ever first review online watch youtube video better read saw line,"['think', 'one', 'best', 'products', 'ever', 'first', 'review', 'online', 'watch', 'youtube', 'video', 'better', 'read', 'saw', 'line']",True,5,1
720,device seriously cool basic functions box nice customization configuration allow much family loves ability play music voice smart home integration big draw,"['device', 'seriously', 'cool', 'basic', 'functions', 'box', 'nice', 'customization', 'configuration', 'allow', 'much', 'family', 'loves', 'ability', 'play', 'music', 'voice', 'smart', 'home', 'integration', 'big', 'draw']",True,5,1
721,nice device use lot kitchen home automation,"['nice', 'device', 'use', 'lot', 'kitchen', 'home', 'automation']",True,4,1
722,video pretty good speaker better thought would,"['video', 'pretty', 'good', 'speaker', 'better', 'thought', 'would']",True,4,1
723,google work things show amazing already loved dot looking forward adding video unfortunately youtube longer show limiting video content ever get back show definitely 5 star product,"['google', 'work', 'things', 'show', 'amazing', 'already', 'loved', 'dot', 'looking', 'forward', 'adding', 'video', 'unfortunately', 'youtube', 'longer', 'show', 'limiting', 'video', 'content', 'ever', 'get', 'back', 'show', 'definitely', '5', 'star', 'product']",True,4,1
724,show definitely amazing especially doorbell video security cameras see show,"['show', 'definitely', 'amazing', 'especially', 'doorbell', 'video', 'security', 'cameras', 'see', 'show']",True,5,1
725,love product possibilities endless,"['love', 'product', 'possibilities', 'endless']",True,5,1
726,great love hand free whatever want plays videos asking play work video call girlfriend home show well highly recommend,"['great', 'love', 'hand', 'free', 'whatever', 'want', 'plays', 'videos', 'asking', 'play', 'work', 'video', 'call', 'girlfriend', 'home', 'show', 'well', 'highly', 'recommend']",True,5,1
727,purchased stay touch family traveling,"['purchased', 'stay', 'touch', 'family', 'traveling']",True,5,1
728,absolutely awesome great product recommend everyone one,"['absolutely', 'awesome', 'great', 'product', 'recommend', 'everyone', 'one']",True,5,1
729,traded original show glad screen excellent syncs many home connected devices,"['traded', 'original', 'show', 'glad', 'screen', 'excellent', 'syncs', 'many', 'home', 'connected', 'devices']",True,5,1
730,promising product getting better software updates since release,"['promising', 'product', 'getting', 'better', 'software', 'updates', 'since', 'release']",True,5,1
731,upgraded regrets n't liked design day 1 mounting wall screen looks good like except much easier reordering shopping,"['upgraded', 'regrets', ""n't"", 'liked', 'design', 'day', '1', 'mounting', 'wall', 'screen', 'looks', 'good', 'like', 'except', 'much', 'easier', 'reordering', 'shopping']",True,5,1
732,show working well expected thanks adding features regular basis,"['show', 'working', 'well', 'expected', 'thanks', 'adding', 'features', 'regular', 'basis']",True,5,1
733,show new device video screen like able see screen ask questions view videos also like see temperature date without ask like view video recipe see text one item missing great device capability hook surround audio system.i two dots love show would perfect could also hook audio system even though feature exist still great product,"['show', 'new', 'device', 'video', 'screen', 'like', 'able', 'see', 'screen', 'ask', 'questions', 'view', 'videos', 'also', 'like', 'see', 'temperature', 'date', 'without', 'ask', 'like', 'view', 'video', 'recipe', 'see', 'text', 'one', 'item', 'missing', 'great', 'device', 'capability', 'hook', 'surround', 'audio', 'system.i', 'two', 'dots', 'love', 'show', 'would', 'perfect', 'could', 'also', 'hook', 'audio', 'system', 'even', 'though', 'feature', 'exist', 'still', 'great', 'product']",True,4,1
734,delivered time looked good hook next year,"['delivered', 'time', 'looked', 'good', 'hook', 'next', 'year']",False,5,1
735,amazing item easy use,"['amazing', 'item', 'easy', 'use']",True,5,1
736,use control smart home get internet information,"['use', 'control', 'smart', 'home', 'get', 'internet', 'information']",True,4,1
737,best xmas gift great product made fam connected,"['best', 'xmas', 'gift', 'great', 'product', 'made', 'fam', 'connected']",True,5,1
